STATION,STATION_NAME,DATE,TAVG,TMAX,TMIN,TOBS
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031022,-9999,78,48,48
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031023,-9999,71,41,45
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031024,-9999,67,40,42
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031025,-9999,71,42,45
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031026,-9999,75,45,52
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031027,-9999,75,45,48
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031028,-9999,55,40,41
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031029,-9999,49,41,48
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031030,-9999,65,39,42
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031031,-9999,78,42,45
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031101,-9999,75,42,47
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031102,-9999,78,45,45
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031103,-9999,81,45,46
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031104,-9999,82,46,51
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031105,-9999,81,51,63
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031106,-9999,74,63,67
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031107,-9999,72,55,55
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031108,-9999,61,43,46
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031109,-9999,62,38,42
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031110,-9999,63,38,39
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031111,-9999,64,39,53
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031112,-9999,69,53,63
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031113,-9999,73,41,41
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031114,-9999,51,27,30
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031115,-9999,52,30,42
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031116,-9999,52,30,47
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031117,-9999,55,30,55
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031118,-9999,65,51,53
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031119,-9999,76,53,60
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031120,-9999,63,36,37
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031121,-9999,66,35,35
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031122,-9999,49,35,41
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031123,-9999,70,37,42
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031124,-9999,72,42,53
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031125,-9999,53,26,28
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031126,-9999,49,28,33
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031127,-9999,51,33,41
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031128,-9999,62,41,47
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031129,-9999,62,30,32
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031130,-9999,42,27,27
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031201,-9999,58,27,35
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031202,-9999,57,24,24
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031203,-9999,50,24,38
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031204,-9999,50,37,39
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031205,-9999,42,39,41
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031206,-9999,44,36,36
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031207,-9999,40,27,31
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031208,-9999,48,24,25
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031209,-9999,52,25,34
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031210,-9999,54,34,46
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031211,-9999,59,34,34
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031212,-9999,40,24,24
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031213,-9999,46,24,38
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031214,-9999,42,38,40
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031215,-9999,42,28,29
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031216,-9999,52,28,29
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031217,-9999,64,29,32
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031218,-9999,42,29,33
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031219,-9999,42,33,34
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031220,-9999,37,21,21
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031221,-9999,36,17,21
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031222,-9999,48,21,28
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031223,-9999,58,27,28
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031224,-9999,64,28,34
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031225,-9999,38,29,30
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031226,-9999,41,20,23
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031227,-9999,48,22,23
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031228,-9999,56,23,24
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031229,-9999,57,24,29
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031230,-9999,66,29,33
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20031231,-9999,49,23,24
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040101,-9999,56,23,30
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040102,-9999,54,30,44
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040103,-9999,63,44,59
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040104,-9999,70,59,64
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040105,-9999,72,53,53
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040106,-9999,53,33,33
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040107,-9999,35,12,13
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040108,-9999,30,13,26
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040109,-9999,34,26,29
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040110,-9999,34,28,28
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040111,-9999,34,15,19
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040112,-9999,44,19,38
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040113,-9999,56,28,28
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040114,-9999,57,25,26
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040115,-9999,56,25,39
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040116,-9999,46,23,25
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040117,-9999,51,23,37
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040118,-9999,47,37,43
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040119,-9999,47,29,29
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040120,-9999,32,16,17
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040121,-9999,37,17,27
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040122,-9999,41,21,23
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040123,-9999,50,17,18
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040124,-9999,40,18,30
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040125,-9999,58,30,35
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040126,-9999,58,30,37
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040127,-9999,51,37,42
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040128,-9999,42,22,22
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040129,-9999,42,19,21
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040130,-9999,49,21,40
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040131,-9999,49,15,19
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040201,-9999,40,19,27
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040202,-9999,54,27,39
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040203,-9999,47,38,42
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040204,-9999,46,33,33
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040205,-9999,47,29,37
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040206,-9999,47,37,47
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040207,-9999,54,33,33
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040208,-9999,35,28,29
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040209,-9999,43,26,28
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040210,-9999,50,28,40
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040211,-9999,50,31,32
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040212,-9999,47,32,34
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040213,-9999,42,33,34
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040214,-9999,49,34,38
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040215,-9999,52,31,39
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040216,-9999,42,33,33
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040217,-9999,44,33,37
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040218,-9999,40,28,28
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040219,-9999,51,26,26
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040220,-9999,61,26,49
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040221,-9999,59,24,44
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040222,-9999,54,25,36
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040223,-9999,55,30,34
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040224,-9999,53,34,44
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040225,-9999,51,35,36
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040226,-9999,51,33,33
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040227,-9999,35,33,35
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040228,-9999,48,24,32
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040229,-9999,63,29,36
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040301,-9999,65,36,42
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040302,-9999,74,42,58
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040303,-9999,63,49,51
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040304,-9999,60,47,50
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040305,-9999,78,50,69
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040306,-9999,77,55,57
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040307,-9999,69,38,46
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040308,-9999,66,36,37
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040309,-9999,51,33,37
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040310,-9999,51,32,33
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040311,-9999,53,26,30
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040312,-9999,62,30,33
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040313,-9999,58,30,36
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040314,-9999,59,36,42
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040315,-9999,70,42,49
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040316,-9999,58,49,54
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040317,-9999,66,41,43
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040318,-9999,58,43,45
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040319,-9999,61,39,43
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040320,-9999,67,37,44
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040321,-9999,77,44,45
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040322,-9999,48,28,32
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040323,-9999,47,23,31
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040324,-9999,58,31,44
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040325,-9999,71,42,43
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040326,-9999,74,43,49
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040327,-9999,78,47,47
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040328,-9999,78,47,51
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040329,-9999,81,51,54
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040330,-9999,78,53,53
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040331,-9999,65,46,46
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040401,-9999,51,42,44
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040402,-9999,56,40,42
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040403,-9999,47,42,46
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040404,-9999,68,43,43
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040405,-9999,56,29,32
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040406,-9999,60,32,39
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040407,-9999,70,39,39
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040408,-9999,77,39,53
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040409,-9999,77,44,50
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040410,-9999,73,41,44
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040411,-9999,63,44,52
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040412,-9999,55,52,53
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040413,-9999,57,50,55
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040414,-9999,59,36,38
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040415,-9999,59,33,37
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040416,-9999,70,37,44
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040417,-9999,78,44,55
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040418,-9999,80,49,55
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040419,-9999,83,52,53
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040420,-9999,81,53,55
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040421,-9999,80,52,54
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040422,-9999,78,51,60
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040423,-9999,78,51,59
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040424,-9999,83,59,63
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040425,-9999,84,59,61
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040426,-9999,81,59,59
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040427,-9999,65,45,47
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040428,-9999,68,36,38
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040429,-9999,74,38,47
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040430,-9999,78,47,59
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040501,-9999,74,54,63
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040502,-9999,75,61,68
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040503,-9999,75,37,39
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040504,-9999,56,37,38
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040505,-9999,66,38,51
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040506,-9999,79,51,56
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040507,-9999,82,53,55
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040508,-9999,85,54,55
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040509,-9999,87,54,62
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040510,-9999,88,58,60
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040511,-9999,83,58,60
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040512,-9999,83,58,61
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040513,-9999,84,61,64
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040514,-9999,82,62,64
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040515,-9999,82,58,58
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040516,-9999,83,58,67
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040517,-9999,83,61,64
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040518,-9999,84,62,64
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040519,-9999,84,63,67
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040520,-9999,84,64,66
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040521,-9999,87,66,69
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040522,-9999,89,65,75
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040523,-9999,88,65,67
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040524,-9999,87,67,73
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040525,-9999,89,72,75
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040526,-9999,89,74,75
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040527,-9999,84,63,65
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040528,-9999,86,65,69
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040529,-9999,78,67,67
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040530,-9999,84,65,67
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040531,-9999,87,65,66
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040601,-9999,78,64,65
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040602,-9999,83,58,62
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040603,-9999,84,60,63
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040604,-9999,81,61,61
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040605,-9999,78,54,58
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040606,-9999,78,54,62
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040607,-9999,81,54,64
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040608,-9999,84,54,69
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040609,-9999,84,64,67
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040610,-9999,86,64,67
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040611,-9999,87,64,66
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040612,-9999,90,66,70
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040613,-9999,89,67,71
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040614,-9999,86,71,72
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040615,-9999,90,71,72
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040616,-9999,85,71,72
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040617,-9999,87,71,71
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040618,-9999,89,70,72
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040619,-9999,87,68,73
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040620,-9999,87,65,67
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040621,-9999,84,66,67
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040622,-9999,84,67,71
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040623,-9999,81,69,70
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040624,-9999,77,69,70
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040625,-9999,83,69,70
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040626,-9999,72,65,67
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040627,-9999,81,63,69
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040628,-9999,80,63,66
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040629,-9999,78,62,64
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040630,-9999,83,62,68
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040701,-9999,86,68,69
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040702,-9999,80,68,69
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040703,-9999,84,68,69
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040704,-9999,86,69,73
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040705,-9999,85,70,75
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040706,-9999,88,64,66
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040707,-9999,88,65,69
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040708,-9999,85,69,70
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040709,-9999,86,66,67
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040710,-9999,89,67,74
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040711,-9999,90,71,79
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040712,-9999,89,69,72
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040713,-9999,89,69,70
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040714,-9999,90,67,71
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040715,-9999,89,62,65
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040716,-9999,83,60,69
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040717,-9999,83,65,67
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040718,-9999,83,66,66
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040719,-9999,83,60,63
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040720,-9999,83,60,62
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040721,-9999,87,61,63
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040722,-9999,87,63,67
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040723,-9999,85,67,70
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040724,-9999,89,70,75
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040725,-9999,90,67,70
GHCND:USC00404946,KNOXVILLE EXPERIMENTAL STATION TN US,20040726,-9999,88,68,69
